"subject","condition","target","rating"
"7615756","warmth-bias","pity.target",6
"7617499","equal","pity.target",3
"7617499","equal","envy.target",5
"7623761","warmth-bias","envy.target",5
"7623761","warmth-bias","pity.target",3
"7634030","warmth-bias","pity.target",6
"7634030","warmth-bias","envy.target",5
"7647442","warmth-bias","envy.target",3
"7647442","warmth-bias","pity.target",5
"7653582","warmth-bias","envy.target",3
"7653582","warmth-bias","pity.target",6
"7665963","equal","pity.target",5
"7665963","equal","envy.target",6
"7668118","equal","pity.target",6
"7668118","equal","envy.target",5
"7670556","competence-bias","envy.target",5
"7670556","competence-bias","pity.target",3
"7673565","competence-bias","envy.target",6
"7673565","competence-bias","pity.target",7
"7674172","warmth-bias","envy.target",3
"7674172","warmth-bias","pity.target",5
"7708173","warmth-bias","envy.target",5
"7708173","warmth-bias","pity.target",5
"7709126","warmth-bias","envy.target",5
"7709126","warmth-bias","pity.target",7
"7719999","competence-bias","pity.target",4
"7719999","competence-bias","envy.target",6
"7721329","warmth-bias","envy.target",5
"7721329","warmth-bias","pity.target",3
"7723853","competence-bias","envy.target",4
"7723853","competence-bias","pity.target",5
"7727828","equal","envy.target",6
"7727828","equal","pity.target",4
"7759478","warmth-bias","envy.target",6
"7759478","warmth-bias","pity.target",6
"7762061","competence-bias","envy.target",6
"7762061","competence-bias","pity.target",6
"7766011","equal","envy.target",3
"7766011","equal","pity.target",5
"7778366","equal","envy.target",6
"7778366","equal","pity.target",3
"7784309","warmth-bias","pity.target",7
"7784309","warmth-bias","envy.target",7
"7786485","competence-bias","pity.target",6
"7786485","competence-bias","envy.target",6
"7790109","competence-bias","envy.target",6
"7790109","competence-bias","pity.target",3
"7791938","equal","envy.target",7
"7791938","equal","pity.target",6
"7797374","warmth-bias","pity.target",5
"7797374","warmth-bias","envy.target",5
"7798312","warmth-bias","envy.target",6
"7798312","warmth-bias","pity.target",6
"7799906","equal","envy.target",6
"7799906","equal","pity.target",5
"7817131","competence-bias","pity.target",7
"7817131","competence-bias","envy.target",6
"7818044","equal","envy.target",6
"7818044","equal","pity.target",5
"7821158","equal","pity.target",5
"7821158","equal","envy.target",6
"7825248","warmth-bias","pity.target",6
"7825248","warmth-bias","envy.target",5
"7863945","competence-bias","pity.target",3
"7863945","competence-bias","envy.target",7
"7878151","equal","envy.target",5
"7878151","equal","pity.target",5
"7896259","warmth-bias","envy.target",5
"7896259","warmth-bias","pity.target",6
"7901676","competence-bias","pity.target",6
"7901676","competence-bias","envy.target",6
"7908889","competence-bias","envy.target",6
"7908889","competence-bias","pity.target",7
"7915118","warmth-bias","envy.target",6
"7915118","warmth-bias","pity.target",5
"7928677","equal","envy.target",6
"7928677","equal","pity.target",4
"7929978","competence-bias","envy.target",5
"7929978","competence-bias","pity.target",6
"7932246","equal","envy.target",7
"7932246","equal","pity.target",5
"7942868","equal","pity.target",6
"7942868","equal","envy.target",7
"7965397","warmth-bias","envy.target",4
"7965397","warmth-bias","pity.target",4
"7966766","warmth-bias","envy.target",6
"7966766","warmth-bias","pity.target",7
"7981021","warmth-bias","envy.target",7
"7981021","warmth-bias","pity.target",6
"7982082","warmth-bias","envy.target",6
"7982082","warmth-bias","pity.target",3
"7985602","equal","envy.target",5
"7985602","equal","pity.target",6
"7987554","warmth-bias","envy.target",5
"7987554","warmth-bias","pity.target",2
"7990210","equal","envy.target",3
"7990210","equal","pity.target",3
"8011223","competence-bias","envy.target",5
"8011223","competence-bias","pity.target",5
"8014924","warmth-bias","pity.target",5
"8014924","warmth-bias","envy.target",5
"8015369","equal","envy.target",4
"8015369","equal","pity.target",7
"8021124","equal","envy.target",5
"8021124","equal","pity.target",3
"8026572","competence-bias","pity.target",4
"8026572","competence-bias","envy.target",6
"8034188","competence-bias","pity.target",3
"8034188","competence-bias","envy.target",7
"8066080","competence-bias","pity.target",5
"8066080","competence-bias","envy.target",6
"8074593","competence-bias","envy.target",2
"8074593","competence-bias","pity.target",6
"8089603","competence-bias","pity.target",6
"8089603","competence-bias","envy.target",5
"8108205","warmth-bias","pity.target",4
"8108205","warmth-bias","envy.target",6
"8138293","equal","envy.target",6
"8138293","equal","pity.target",2
"8145983","equal","pity.target",7
"8145983","equal","envy.target",7
"8161781","competence-bias","pity.target",6
"8161781","competence-bias","envy.target",7
"8165851","competence-bias","envy.target",6
"8165851","competence-bias","pity.target",4
"8165967","competence-bias","pity.target",5
"8165967","competence-bias","envy.target",7
"8169823","warmth-bias","pity.target",5
"8169823","warmth-bias","envy.target",6
"8170692","competence-bias","envy.target",7
"8170692","competence-bias","pity.target",7
"8176783","equal","envy.target",5
"8176783","equal","pity.target",2
"8183647","warmth-bias","envy.target",6
"8183647","warmth-bias","pity.target",7
"8196590","competence-bias","envy.target",7
"8196590","competence-bias","pity.target",5
"8203943","competence-bias","pity.target",6
"8203943","competence-bias","envy.target",6
"8217167","competence-bias","envy.target",6
"8217167","competence-bias","pity.target",3
"8219097","competence-bias","envy.target",7
"8219097","competence-bias","pity.target",4
"8223585","equal","pity.target",4
"8223585","equal","envy.target",5
"8230111","competence-bias","envy.target",5
"8230111","competence-bias","pity.target",3
"8237339","competence-bias","pity.target",7
"8237339","competence-bias","envy.target",6
"8240366","competence-bias","envy.target",3
"8240366","competence-bias","pity.target",5
"8248509","competence-bias","pity.target",5
"8248509","competence-bias","envy.target",7
"8257946","equal","envy.target",6
"8257946","equal","pity.target",4
"8258125","warmth-bias","pity.target",5
"8258125","warmth-bias","envy.target",6
"8266527","warmth-bias","envy.target",2
"8266527","warmth-bias","pity.target",6
"8271253","warmth-bias","envy.target",7
"8271253","warmth-bias","pity.target",7
"8277187","competence-bias","pity.target",5
"8277187","competence-bias","envy.target",6
"8281645","competence-bias","pity.target",4
"8281645","competence-bias","envy.target",4
"8281911","competence-bias","pity.target",3
"8281911","competence-bias","envy.target",5
"8303450","competence-bias","envy.target",6
"8303450","competence-bias","pity.target",7
"8305211","warmth-bias","envy.target",7
"8305211","warmth-bias","pity.target",4
"8314214","warmth-bias","envy.target",5
"8314214","warmth-bias","pity.target",6
"8315433","equal","pity.target",7
"8315433","equal","envy.target",7
"8324512","competence-bias","pity.target",6
"8324512","competence-bias","envy.target",6
"8326465","warmth-bias","pity.target",6
"8326465","warmth-bias","envy.target",5
"8333051","equal","envy.target",6
"8333051","equal","pity.target",7
"8333536","competence-bias","envy.target",6
"8333536","competence-bias","pity.target",6
"8336771","warmth-bias","pity.target",6
"8336771","warmth-bias","envy.target",5
"8358015","equal","pity.target",5
"8358015","equal","envy.target",6
"8363698","equal","pity.target",7
"8363698","equal","envy.target",7
"8364287","warmth-bias","pity.target",5
"8364287","warmth-bias","envy.target",6
"8370604","equal","envy.target",6
"8370604","equal","pity.target",5
"8379206","warmth-bias","envy.target",5
"8379206","warmth-bias","pity.target",3
"8379303","warmth-bias","pity.target",5
"8379303","warmth-bias","envy.target",5
"8379755","equal","pity.target",3
"8379755","equal","envy.target",5
"8382336","warmth-bias","envy.target",4
"8382336","warmth-bias","pity.target",4
"8382973","warmth-bias","envy.target",3
"8382973","warmth-bias","pity.target",5
"8457457","competence-bias","pity.target",3
"8457457","competence-bias","envy.target",7
"8461440","competence-bias","pity.target",6
"8461440","competence-bias","envy.target",6
"8463120","equal","envy.target",7
"8463120","equal","pity.target",7
"8465524","competence-bias","envy.target",6
"8465524","competence-bias","pity.target",3
"8508050","warmth-bias","envy.target",5
"8508050","warmth-bias","pity.target",5
"8509491","warmth-bias","pity.target",6
"8509491","warmth-bias","envy.target",5
"8512077","equal","envy.target",5
"8512077","equal","pity.target",6
"8518157","equal","envy.target",6
"8518157","equal","pity.target",7
"8521887","equal","envy.target",6
"8521887","equal","pity.target",5
"8528397","warmth-bias","pity.target",5
"8528397","warmth-bias","envy.target",5
"8532447","equal","envy.target",6
"8532447","equal","pity.target",5
"8552203","competence-bias","pity.target",4
"8552203","competence-bias","envy.target",6
"8553892","equal","envy.target",5
"8553892","equal","pity.target",6
"8558888","warmth-bias","envy.target",6
"8558888","warmth-bias","pity.target",3
"8562686","warmth-bias","pity.target",5
"8562686","warmth-bias","envy.target",6
"8567456","warmth-bias","envy.target",4
"8567456","warmth-bias","pity.target",6
"8581323","equal","envy.target",3
"8581323","equal","pity.target",7
"8582298","warmth-bias","envy.target",6
"8582298","warmth-bias","pity.target",7
"8588050","equal","envy.target",6
"8588050","equal","pity.target",6
"8591500","competence-bias","pity.target",2
"8591500","competence-bias","envy.target",5
"8602807","competence-bias","pity.target",5
"8602807","competence-bias","envy.target",3
"8611058","warmth-bias","pity.target",5
"8611058","warmth-bias","envy.target",6
"8611687","competence-bias","envy.target",6
"8611687","competence-bias","pity.target",3
"8612570","warmth-bias","envy.target",4
"8612570","warmth-bias","pity.target",6
"8630890","competence-bias","envy.target",3
"8630890","competence-bias","pity.target",5
"8637791","competence-bias","pity.target",7
"8637791","competence-bias","envy.target",6
"8643326","competence-bias","envy.target",6
"8643326","competence-bias","pity.target",7
"8655403","competence-bias","envy.target",7
"8655403","competence-bias","pity.target",5
"8663227","equal","envy.target",6
"8663227","equal","pity.target",4
"8669163","warmth-bias","envy.target",5
"8669163","warmth-bias","pity.target",6
"8669362","competence-bias","pity.target",5
"8669362","competence-bias","envy.target",6
"8671566","equal","pity.target",6
"8671566","equal","envy.target",6
"8675815","competence-bias","pity.target",5
"8675815","competence-bias","envy.target",6
"8681378","competence-bias","envy.target",7
"8681378","competence-bias","pity.target",5
"8682054","competence-bias","pity.target",7
"8682054","competence-bias","envy.target",6
"8695988","competence-bias","pity.target",6
"8695988","competence-bias","envy.target",6
"8712505","equal","pity.target",7
"8712505","equal","envy.target",7
"8722182","warmth-bias","pity.target",3
"8722182","warmth-bias","envy.target",5
"8726927","warmth-bias","pity.target",6
"8726927","warmth-bias","envy.target",5
"8729477","warmth-bias","envy.target",6
"8729477","warmth-bias","pity.target",4
"8738829","warmth-bias","envy.target",4
"8738829","warmth-bias","pity.target",4
"8745192","competence-bias","envy.target",6
"8745192","competence-bias","pity.target",2
"8749763","warmth-bias","envy.target",7
"8749763","warmth-bias","pity.target",5
"8751354","equal","envy.target",6
"8751354","equal","pity.target",6
"8769149","equal","envy.target",3
"8769149","equal","pity.target",7
"8770418","competence-bias","pity.target",6
"8770418","competence-bias","envy.target",2
"8772111","competence-bias","envy.target",7
"8772111","competence-bias","pity.target",2
"8772499","competence-bias","envy.target",6
"8772499","competence-bias","pity.target",4
"8773443","equal","envy.target",5
"8773443","equal","pity.target",5
"8785348","competence-bias","pity.target",6
"8785348","competence-bias","envy.target",6
"8790799","equal","envy.target",5
"8790799","equal","pity.target",6
"8793984","competence-bias","envy.target",6
"8793984","competence-bias","pity.target",3
"8797468","equal","pity.target",7
"8797468","equal","envy.target",7
"8816401","equal","pity.target",5
"8816401","equal","envy.target",5
"8829277","warmth-bias","pity.target",3
"8829277","warmth-bias","envy.target",7
"8831227","competence-bias","envy.target",6
"8831227","competence-bias","pity.target",5
"8839065","warmth-bias","envy.target",4
"8839065","warmth-bias","pity.target",6
"8867363","competence-bias","pity.target",5
"8867363","competence-bias","envy.target",5
"8881152","warmth-bias","envy.target",5
"8881152","warmth-bias","pity.target",5
"8881882","warmth-bias","envy.target",6
"8881882","warmth-bias","pity.target",2
"8889159","warmth-bias","envy.target",7
"8889159","warmth-bias","pity.target",3
"8894247","warmth-bias","pity.target",6
"8894247","warmth-bias","envy.target",5
"8909164","warmth-bias","pity.target",5
"8909164","warmth-bias","envy.target",4
"8910029","warmth-bias","envy.target",6
"8910029","warmth-bias","pity.target",4
"8925514","equal","pity.target",5
"8925514","equal","envy.target",7
"8931658","warmth-bias","envy.target",5
"8931658","warmth-bias","pity.target",6
"8943838","equal","envy.target",5
"8943838","equal","pity.target",3
"8950734","equal","pity.target",5
"8950734","equal","envy.target",3
"8956727","equal","pity.target",4
"8956727","equal","envy.target",5
"8958781","warmth-bias","pity.target",3
"8958781","warmth-bias","envy.target",5
"8961498","equal","pity.target",4
"8961498","equal","envy.target",6
"8961892","equal","pity.target",4
"8961892","equal","envy.target",7
"8965548","equal","pity.target",3
"8965548","equal","envy.target",4
"8967379","equal","envy.target",6
"8967379","equal","pity.target",5
"8970833","competence-bias","pity.target",5
"8970833","competence-bias","envy.target",7
"8974144","competence-bias","pity.target",3
"8974144","competence-bias","envy.target",6
"8976480","equal","pity.target",5
"8976480","equal","envy.target",6
"8984383","equal","envy.target",4
"8984383","equal","pity.target",6
"8987075","competence-bias","envy.target",6
"8987075","competence-bias","pity.target",6
"8990886","equal","pity.target",5
"8990886","equal","envy.target",6
"9014132","competence-bias","envy.target",7
"9014132","competence-bias","pity.target",7
"9021573","competence-bias","pity.target",7
"9021573","competence-bias","envy.target",7
"9024767","equal","envy.target",6
"9024767","equal","pity.target",6
"9054504","equal","pity.target",5
"9054504","equal","envy.target",6
"9055138","warmth-bias","pity.target",5
"9055138","warmth-bias","envy.target",5
"9060831","competence-bias","pity.target",6
"9060831","competence-bias","envy.target",5
"9065731","warmth-bias","pity.target",5
"9065731","warmth-bias","envy.target",6
"9068721","warmth-bias","pity.target",5
"9068721","warmth-bias","envy.target",7
"9080797","warmth-bias","envy.target",7
"9080797","warmth-bias","pity.target",5
"9081306","competence-bias","envy.target",7
"9081306","competence-bias","pity.target",7
"9081586","equal","pity.target",4
"9081586","equal","envy.target",5
"9087062","warmth-bias","pity.target",5
"9087062","warmth-bias","envy.target",6
"9087790","equal","envy.target",6
"9087790","equal","pity.target",5
"9089158","equal","pity.target",3
"9089158","equal","envy.target",5
"9105147","competence-bias","envy.target",5
"9105147","competence-bias","pity.target",5
"9106274","equal","envy.target",7
"9106274","equal","pity.target",5
"9114678","warmth-bias","envy.target",6
"9114678","warmth-bias","pity.target",5
"9119925","warmth-bias","envy.target",6
"9119925","warmth-bias","pity.target",5
"9120515","warmth-bias","pity.target",5
"9120515","warmth-bias","envy.target",6
"9126688","warmth-bias","pity.target",7
"9126688","warmth-bias","envy.target",6
"9152639","competence-bias","pity.target",1
"9152639","competence-bias","envy.target",7
"9162168","competence-bias","pity.target",7
"9162168","competence-bias","envy.target",6
"9170345","competence-bias","envy.target",5
"9170345","competence-bias","pity.target",7
"9176982","equal","pity.target",3
"9176982","equal","envy.target",6
"9182597","warmth-bias","pity.target",7
"9182597","warmth-bias","envy.target",5
"9189769","warmth-bias","envy.target",6
"9189769","warmth-bias","pity.target",4
"9193229","equal","envy.target",6
"9193229","equal","pity.target",4
"9195565","competence-bias","envy.target",6
"9195565","competence-bias","pity.target",3
"9204360","warmth-bias","pity.target",5
"9204360","warmth-bias","envy.target",5
"9210158","warmth-bias","pity.target",4
"9210158","warmth-bias","envy.target",4
"9216949","equal","pity.target",5
"9216949","equal","envy.target",6
"9242526","equal","envy.target",6
"9242526","equal","pity.target",6
"9256239","competence-bias","pity.target",6
"9256239","competence-bias","envy.target",6
"9263378","competence-bias","envy.target",5
"9263378","competence-bias","pity.target",3
"9288953","competence-bias","envy.target",6
"9288953","competence-bias","pity.target",4
"9296354","competence-bias","envy.target",5
"9296354","competence-bias","pity.target",6
"9313845","competence-bias","pity.target",7
"9313845","competence-bias","envy.target",7
"9318475","warmth-bias","pity.target",7
"9318475","warmth-bias","envy.target",6
"9323445","competence-bias","pity.target",5
"9323445","competence-bias","envy.target",6
"9330652","warmth-bias","pity.target",7
"9330652","warmth-bias","envy.target",7
"9350742","warmth-bias","pity.target",6
"9350742","warmth-bias","envy.target",7
"9352381","warmth-bias","pity.target",7
"9352381","warmth-bias","envy.target",5
"9368091","equal","envy.target",7
"9368091","equal","pity.target",6
"9368162","warmth-bias","envy.target",6
"9368162","warmth-bias","pity.target",5
"9370569","warmth-bias","envy.target",5
"9370569","warmth-bias","pity.target",4
"9376725","competence-bias","envy.target",7
"9376725","competence-bias","pity.target",5
"9376743","warmth-bias","envy.target",5
"9376743","warmth-bias","pity.target",5
"9377481","warmth-bias","envy.target",5
"9377481","warmth-bias","pity.target",6
"9377884","warmth-bias","pity.target",6
"9377884","warmth-bias","envy.target",6
"9391106","warmth-bias","envy.target",4
"9391106","warmth-bias","pity.target",4
"9405805","warmth-bias","envy.target",5
"9405805","warmth-bias","pity.target",4
"9406917","competence-bias","envy.target",6
"9406917","competence-bias","pity.target",5
"9414146","equal","envy.target",7
"9414146","equal","pity.target",3
"9426105","competence-bias","pity.target",5
"9426105","competence-bias","envy.target",6
"9431942","equal","envy.target",5
"9431942","equal","pity.target",5
"9441377","competence-bias","pity.target",3
"9441377","competence-bias","envy.target",6
"9449136","equal","envy.target",6
"9449136","equal","pity.target",6
"9450994","equal","envy.target",5
"9450994","equal","pity.target",3
"9462119","equal","pity.target",5
"9462119","equal","envy.target",6
"9466702","equal","pity.target",5
"9466702","equal","envy.target",5
"9467103","equal","pity.target",3
"9467103","equal","envy.target",6
"9470058","competence-bias","pity.target",2
"9470058","competence-bias","envy.target",6
"9487133","competence-bias","pity.target",5
"9487133","competence-bias","envy.target",6
"9493729","competence-bias","envy.target",7
"9493729","competence-bias","pity.target",6
"9515635","competence-bias","pity.target",6
"9515635","competence-bias","envy.target",5
"9529650","equal","envy.target",6
"9529650","equal","pity.target",7
"9545194","equal","envy.target",7
"9545194","equal","pity.target",3
"9546935","warmth-bias","envy.target",5
"9546935","warmth-bias","pity.target",6
"9579707","competence-bias","envy.target",4
"9579707","competence-bias","pity.target",4
"9591040","competence-bias","envy.target",7
"9591040","competence-bias","pity.target",2
"9601088","warmth-bias","envy.target",3
"9601088","warmth-bias","pity.target",5
"9609145","equal","pity.target",3
"9609145","equal","envy.target",5
"9613154","warmth-bias","envy.target",5
"9613154","warmth-bias","pity.target",4
"9613562","competence-bias","pity.target",5
"9613562","competence-bias","envy.target",6
"9620539","warmth-bias","envy.target",6
"9620539","warmth-bias","pity.target",5
"9657188","warmth-bias","pity.target",5
"9657188","warmth-bias","envy.target",5
"9661282","warmth-bias","envy.target",5
"9661282","warmth-bias","pity.target",3
"9667839","warmth-bias","pity.target",6
"9667839","warmth-bias","envy.target",6
"9670404","warmth-bias","envy.target",7
"9670404","warmth-bias","pity.target",4
"9681994","warmth-bias","envy.target",5
"9681994","warmth-bias","pity.target",6
"9688088","warmth-bias","envy.target",6
"9688088","warmth-bias","pity.target",5
"9691604","competence-bias","envy.target",5
"9691604","competence-bias","pity.target",3
"9715408","competence-bias","envy.target",7
"9715408","competence-bias","pity.target",6
"9725798","competence-bias","pity.target",4
"9725798","competence-bias","envy.target",5
"9726136","equal","pity.target",3
"9726136","equal","envy.target",6
"9746222","warmth-bias","pity.target",5
"9746222","warmth-bias","envy.target",6
"9758915","warmth-bias","envy.target",6
"9758915","warmth-bias","pity.target",5
"9770946","warmth-bias","envy.target",6
"9770946","warmth-bias","pity.target",2
"9779514","equal","envy.target",6
"9779514","equal","pity.target",6
"9798486","warmth-bias","envy.target",6
"9798486","warmth-bias","pity.target",6
"9799054","equal","pity.target",6
"9799054","equal","envy.target",3
"9842773","equal","envy.target",6
"9842773","equal","pity.target",6
"9846587","warmth-bias","envy.target",7
"9846587","warmth-bias","pity.target",1
"9848210","competence-bias","envy.target",5
"9848210","competence-bias","pity.target",6
"9849078","equal","pity.target",7
"9849078","equal","envy.target",7
"9878195","equal","pity.target",6
"9878195","equal","envy.target",4
"9895997","competence-bias","pity.target",4
"9895997","competence-bias","envy.target",5
"9904624","equal","envy.target",6
"9904624","equal","pity.target",5
"9911283","competence-bias","envy.target",5
"9911283","competence-bias","pity.target",6
"9913819","equal","envy.target",6
"9913819","equal","pity.target",3
"9919807","warmth-bias","envy.target",6
"9919807","warmth-bias","pity.target",5
"9926230","equal","pity.target",3
"9926230","equal","envy.target",6
"9928259","warmth-bias","pity.target",7
"9928259","warmth-bias","envy.target",6
"9930302","equal","envy.target",6
"9930302","equal","pity.target",3
"9936362","competence-bias","envy.target",5
"9936362","competence-bias","pity.target",6
"9947143","equal","envy.target",7
"9947143","equal","pity.target",6
"9947506","competence-bias","pity.target",5
"9947506","competence-bias","envy.target",4
"9949101","warmth-bias","pity.target",6
"9949101","warmth-bias","envy.target",7
"9957903","equal","pity.target",3
"9957903","equal","envy.target",5
"9968006","equal","envy.target",6
"9968006","equal","pity.target",4
"9971871","competence-bias","pity.target",3
"9971871","competence-bias","envy.target",5
"9972052","equal","envy.target",7
"9972052","equal","pity.target",7
"9988247","competence-bias","envy.target",6
"9988247","competence-bias","pity.target",6
"9988462","equal","envy.target",5
"9988462","equal","pity.target",5
"9996203","competence-bias","envy.target",4
"9996203","competence-bias","pity.target",6
